username,date,followers,growth,follows,unfollows,posts,stories,reels,ads_posted,post_time,posted_in_optimal_window,hashtags_used,avg_hashtag_count,reach,profile_visits,post_likes,reel_plays,reel_engagement,story_reach,story_engagement,comments,saves,shares,engagement_rate,ad_engagement,share_posts,share_reels,share_stories,post_consistency_variance_7d,saturation_flag,comp_posts,comp_reels,comp_stories,minutes_spent,roi_follows_per_hour,month,quarter,went_viral
creator_alpha,23-02-2023,128763,23,46,23,1,4,1,0,08:00,1,13,13.0,71779,5712,341,3220,409,2108,281,174,117,82,0.01956003845135764,0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.20408163265306126,0,0,1,1,197,14.01015228426396,2,1,0
creator_alpha,24-02-2023,128755,-8,13,21,0,3,0,0,18:30,1,0,0.0,114595,8787,0,0,0,1492,198,0,0,0,0.0017278240760940705,0,0.0,0.0,1.0,0.4081632653061225,0,1,2,2,24,32.5,2,1,0
creator_alpha,25-02-2023,128787,32,59,27,3,2,1,0,12:30,0,48,16.0,106814,5129,1052,3308,421,1082,144,252,298,222,0.02236598198737993,0,0.5,0.16666666666666666,0.3333333333333333,0.8163265306122449,0,1,1,1,271,13.062730627306273,2,1,0
creator_alpha,26-02-2023,128811,24,58,34,0,4,2,0,12:30,0,0,0.0,42216,875,0,7719,982,2526,336,0,0,0,0.031220390373318172,0,0.0,0.3333333333333333,0.6666666666666666,0.9795918367346939,0,2,2,0,272,12.794117647058824,2,1,0
creator_alpha,27-02-2023,135131,6320,6341,21,0,4,1,0,08:00,1,0,0.0,67691,1884,0,3348,426,2191,292,0,0,0,0.01060702309021879,0,0.0,0.2,0.8,0.9795918367346939,0,3,0,4,152,2503.0263157894738,2,1,1
creator_alpha,28-02-2023,135145,14,28,14,1,4,0,0,21:00,1,4,4.0,98554,5812,405,0,0,2499,333,143,126,56,0.01078596505469083,0,0.2,0.0,0.8,0.9795918367346939,0,0,1,2,77,21.818181818181817,2,1,0
creator_alpha,01-03-2023,135195,50,70,20,2,3,1,0,21:00,1,42,21.0,62819,3977,815,3844,489,1887,251,202,75,102,0.030786863846925295,0,0.3333333333333333,0.16666666666666666,0.5,1.1428571428571428,0,3,0,3,234,17.94871794871795,3,1,0
creator_alpha,02-03-2023,135212,17,37,20,0,3,1,0,08:00,1,0,0.0,86031,2221,0,3707,471,1819,242,0,0,0,0.008287710243981821,0,0.0,0.25,0.75,1.2653061224489794,0,0,0,1,144,15.416666666666668,3,1,0
creator_alpha,03-03-2023,135384,172,226,54,2,2,1,1,08:00,1,40,20.0,107790,2889,801,3776,480,1235,164,351,88,70,0.018127841172650525,209,0.4,0.2,0.4,1.2653061224489794,0,0,1,2,226,60.0,3,1,0
creator_alpha,04-03-2023,135405,21,39,18,1,3,1,0,18:30,1,10,10.0,117569,4166,366,3458,440,1697,226,151,76,49,0.011125381690751814,0,0.2,0.2,0.6,0.6938775510204082,0,1,0,2,189,12.380952380952381,3,1,0
creator_alpha,05-03-2023,135469,64,88,24,2,3,2,0,12:30,0,34,17.0,60961,4861,824,7770,988,1907,254,224,89,65,0.04009120585292236,0,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.6938775510204082,0,2,1,6,354,14.915254237288135,3,1,0
creator_alpha,06-03-2023,135583,114,135,21,3,7,2,0,08:00,1,12,4.0,107076,6905,1192,7498,954,4294,572,408,258,234,0.033789084388658526,0,0.25,0.16666666666666666,0.5833333333333334,0.8163265306122448,1,0,1,3,431,18.79350348027842,3,1,0
creator_alpha,07-03-2023,135631,48,65,17,2,4,1,0,12:30,0,12,6.0,107676,2761,682,3217,409,2105,280,94,111,185,0.016354619413796945,0,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.7755102040816327,0,0,0,3,242,16.115702479338843,3,1,0
creator_alpha,08-03-2023,135637,6,20,14,1,2,0,0,08:00,1,9,9.0,117385,5279,438,0,0,1352,180,42,107,81,0.007224091664181966,0,0.3333333333333333,0.0,0.6666666666666666,0.8163265306122449,0,3,0,5,61,19.672131147540984,3,1,0
creator_alpha,09-03-2023,135628,-9,2,11,0,1,0,0,12:30,0,0,0.0,125181,9563,0,0,0,527,70,0,0,0,0.000559190292456523,0,0.0,0.0,1.0,0.8163265306122448,0,1,1,2,8,15.0,3,1,0
creator_alpha,10-03-2023,136862,1234,1251,17,1,2,1,0,12:30,0,11,11.0,78948,5357,386,3640,463,1191,158,164,117,20,0.016567867457060344,0,0.25,0.25,0.5,0.8163265306122449,0,3,0,0,181,414.6961325966851,3,1,1
creator_alpha,11-03-2023,136940,78,105,27,3,4,2,0,08:00,1,18,6.0,119799,4646,1299,8171,1039,2674,356,363,122,68,0.027103732084574995,0,0.3333333333333333,0.2222222222222222,0.4444444444444444,1.0612244897959184,1,3,1,3,407,15.47911547911548,3,1,0
creator_alpha,12-03-2023,136971,31,56,25,0,1,2,0,08:00,1,0,0.0,57183,2432,0,7855,999,642,85,0,0,0,0.018956682930241504,0,0.0,0.6666666666666666,0.3333333333333333,1.3877551020408163,0,1,1,4,248,13.548387096774192,3,1,0
creator_alpha,13-03-2023,136982,11,22,11,1,3,0,0,21:00,1,21,21.0,124561,3780,406,0,0,1883,251,51,31,81,0.006583119917149027,0,0.25,0.0,0.75,0.9795918367346939,0,2,1,3,69,19.1304347826087,3,1,0
creator_alpha,14-03-2023,137044,62,79,17,1,4,2,0,18:30,1,6,6.0,122246,7126,402,7585,965,2482,331,134,28,27,0.015436087888356265,0,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.8571428571428571,0,2,1,4,317,14.95268138801262,3,1,0
creator_alpha,15-03-2023,137053,9,37,28,1,2,1,0,21:00,1,20,20.0,69959,3297,446,4208,535,1377,183,81,85,83,0.020197544275933045,0,0.25,0.25,0.5,0.8571428571428571,0,1,0,1,181,12.265193370165747,3,1,0
creator_alpha,16-03-2023,137054,1,19,18,1,3,0,0,12:30,0,12,12.0,55468,3486,405,0,0,1877,250,102,131,83,0.017505588807961346,0,0.25,0.0,0.75,0.6938775510204079,0,2,1,3,69,16.521739130434785,3,1,0
creator_alpha,17-03-2023,137091,37,55,18,4,3,0,0,12:30,0,60,15.0,124869,7167,1526,0,0,1765,235,213,255,329,0.020485468771272292,0,0.5714285714285714,0.0,0.42857142857142855,1.6734693877551021,0,2,1,3,204,16.176470588235293,3,1,0
creator_alpha,18-03-2023,137100,9,67,58,0,3,0,1,21:00,1,0,0.0,107706,4926,0,0,0,2020,269,0,0,0,0.0024975395985367575,238,0.0,0.0,1.0,1.5510204081632655,0,0,1,2,24,167.5,3,1,0
creator_alpha,19-03-2023,137094,-6,17,23,0,0,1,0,21:00,1,0,0.0,102546,2118,0,3867,492,0,0,0,0,0,0.004797846819963723,0,0.0,1.0,0.0,1.551020408163265,0,1,2,3,120,8.5,3,1,0
creator_alpha,20-03-2023,137136,42,63,21,1,5,1,0,21:00,1,17,17.0,91683,3664,436,4112,523,3364,448,56,42,79,0.01727692156670266,0,0.14285714285714285,0.14285714285714285,0.7142857142857143,1.5510204081632655,0,2,0,2,205,18.439024390243905,3,1,0
creator_alpha,21-03-2023,137169,33,55,22,2,3,1,0,08:00,1,18,9.0,81328,2038,845,3983,507,1955,260,90,206,60,0.024198308085776117,0,0.3333333333333333,0.16666666666666666,0.5,1.6326530612244898,0,1,1,6,234,14.102564102564102,3,1,0
creator_alpha,22-03-2023,137157,-12,10,22,0,3,0,0,21:00,1,0,0.0,55425,2044,0,0,0,1663,221,0,0,0,0.003987370320252593,0,0.0,0.0,1.0,1.836734693877551,0,1,2,1,24,25.0,3,1,0
creator_alpha,23-03-2023,137329,172,236,64,1,6,1,1,12:30,0,5,5.0,99246,7636,409,3858,491,3788,505,145,90,77,0.017300445357999315,241,0.125,0.125,0.75,1.836734693877551,0,0,1,6,213,66.47887323943662,3,1,0
creator_alpha,24-03-2023,137354,25,48,23,0,2,2,0,18:30,1,0,0.0,137241,9858,0,7893,1004,1291,172,0,0,0,0.008568867903906267,0,0.0,0.5,0.5,0.5306122448979592,0,2,1,3,256,11.25,3,1,0
creator_alpha,25-03-2023,137375,21,39,18,1,1,1,0,08:00,1,17,17.0,80320,4704,362,3419,435,559,74,156,92,55,0.014616533864541833,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.48979591836734687,0,2,1,0,173,13.526011560693641,3,1,0
creator_alpha,26-03-2023,137375,0,20,20,1,2,0,0,18:30,1,20,20.0,131067,5596,437,0,0,1350,180,119,44,34,0.006210564062654978,0,0.3333333333333333,0.0,0.6666666666666666,0.40816326530612235,0,1,2,4,61,19.672131147540984,3,1,0
creator_alpha,27-03-2023,137435,60,83,23,3,3,2,0,12:30,0,57,19.0,128406,3138,1266,7958,1012,1953,260,162,353,130,0.024788561282183076,0,0.375,0.25,0.375,0.9795918367346939,1,0,1,3,399,12.481203007518797,3,1,0
creator_alpha,28-03-2023,137541,106,141,35,0,4,1,1,21:00,1,0,0.0,138545,3644,0,3531,449,2311,308,0,0,0,0.005463928687430077,177,0.0,0.2,0.8,0.9795918367346939,0,1,1,2,152,55.65789473684211,3,1,0
creator_alpha,29-03-2023,137566,25,48,23,1,3,1,0,12:30,0,16,16.0,67128,1591,394,3721,473,1827,243,109,107,29,0.020185317602192825,0,0.2,0.2,0.6,0.8571428571428571,0,2,0,1,189,15.238095238095239,3,1,0
creator_alpha,30-03-2023,137581,15,30,15,2,3,0,0,08:00,1,28,14.0,100751,7032,842,0,0,1949,259,186,155,172,0.0160196921122371,0,0.4,0.0,0.6,0.9795918367346939,0,0,1,3,114,15.789473684210527,3,1,0
creator_alpha,31-03-2023,137612,31,51,20,0,3,2,0,08:00,1,0,0.0,90496,1904,0,8200,1043,2012,268,0,0,0,0.014486828147100424,0,0.0,0.4,0.6,0.9795918367346939,0,0,1,8,264,11.59090909090909,3,1,0
creator_alpha,01-04-2023,137621,9,29,20,0,5,1,0,08:00,1,0,0.0,50486,2262,0,4166,530,3408,454,0,0,0,0.019490551836152597,0,0.0,0.16666666666666666,0.8333333333333334,1.1428571428571428,0,1,1,6,160,10.875,4,2,0
creator_alpha,02-04-2023,137656,35,58,23,0,2,2,0,12:30,0,0,0.0,102455,6822,0,7645,973,1251,166,0,0,0,0.011117075789370944,0,0.0,0.5,0.5,1.2653061224489794,0,2,1,2,256,13.59375,4,2,0
creator_alpha,03-04-2023,137750,94,106,12,5,5,1,0,18:30,1,95,19.0,71687,1562,1886,3557,452,2910,388,220,624,157,0.05198990053984683,0,0.45454545454545453,0.09090909090909091,0.45454545454545453,2.979591836734694,0,1,1,3,385,16.519480519480517,4,2,0
creator_alpha,04-04-2023,137754,4,33,29,0,5,1,0,18:30,1,0,0.0,86240,4898,0,4205,535,3440,458,0,0,0,0.011514378478664194,0,0.0,0.16666666666666666,0.8333333333333334,2.9795918367346945,0,3,0,5,160,12.375,4,2,0
creator_alpha,05-04-2023,137772,18,36,18,1,0,1,0,18:30,1,21,21.0,132686,8447,351,3312,421,0,0,41,69,41,0.006956272703977812,0,0.5,0.5,0.0,2.979591836734694,0,2,0,3,165,13.090909090909092,4,2,0
creator_alpha,06-04-2023,137970,198,243,45,1,4,1,1,18:30,1,11,11.0,113387,2433,348,3283,417,2148,286,75,28,30,0.01044211417534638,449,0.16666666666666666,0.16666666666666666,0.6666666666666666,2.857142857142857,0,2,0,3,197,74.01015228426397,4,2,0
creator_alpha,07-04-2023,138122,152,188,36,0,2,2,1,12:30,0,0,0.0,102273,3909,0,8486,1080,1388,185,0,0,0,0.012368855905273141,220,0.0,0.5,0.5,2.857142857142857,0,2,0,4,256,44.0625,4,2,0
creator_alpha,08-04-2023,138119,-3,22,25,1,4,0,0,21:00,1,13,13.0,50240,3781,367,0,0,2269,302,161,60,60,0.018909235668789808,0,0.2,0.0,0.8,2.693877551020408,0,0,0,2,77,17.142857142857142,4,2,0
creator_alpha,09-04-2023,138224,105,127,22,5,4,1,0,12:30,0,40,8.0,137003,3314,2215,4177,531,2734,364,966,359,225,0.034013853711232604,0,0.5,0.1,0.4,4.122448979591836,1,1,1,5,377,20.21220159151194,4,2,0
creator_alpha,10-04-2023,138266,42,65,23,3,3,1,0,12:30,0,45,15.0,120795,6438,1364,4289,545,2105,280,414,109,86,0.023163210397781363,0,0.42857142857142855,0.14285714285714285,0.42857142857142855,2.8163265306122454,0,2,0,3,279,13.978494623655912,4,2,0
creator_alpha,11-04-2023,138322,56,73,17,1,5,2,0,21:00,1,16,16.0,121288,5271,395,7456,948,3050,406,171,125,48,0.017256447463887607,0,0.125,0.25,0.625,2.4897959183673466,0,0,1,3,325,13.476923076923077,4,2,0
creator_alpha,12-04-2023,138456,134,172,38,0,2,1,1,12:30,0,0,0.0,87404,3623,0,4066,517,1330,177,0,0,0,0.007940140039357467,231,0.0,0.3333333333333333,0.6666666666666666,2.8163265306122454,0,1,2,2,136,75.88235294117648,4,2,0
creator_alpha,13-04-2023,138568,112,134,22,0,2,1,1,18:30,1,0,0.0,119551,4156,0,4027,512,1318,175,0,0,0,0.0057465014930866325,273,0.0,0.3333333333333333,0.6666666666666666,3.102040816326531,0,2,1,3,136,59.11764705882353,4,2,0
creator_alpha,14-04-2023,138596,28,46,18,4,0,0,0,08:00,1,56,14.0,138076,8007,1417,0,0,0,0,693,191,162,0.017838002259625133,0,1.0,0.0,0.0,3.4285714285714284,0,0,0,2,180,15.333333333333334,4,2,0
creator_alpha,15-04-2023,138637,41,67,26,2,3,1,0,18:30,1,40,20.0,97384,4317,737,3478,442,1707,227,222,251,177,0.021112297708042387,0,0.3333333333333333,0.16666666666666666,0.5,3.2653061224489797,0,1,0,2,234,17.17948717948718,4,2,0
creator_alpha,16-04-2023,138662,25,38,13,2,3,0,0,18:30,1,42,21.0,139028,4742,826,0,0,1913,255,324,87,103,0.011472509134850534,0,0.4,0.0,0.6,1.9183673469387752,0,2,1,4,114,20.0,4,2,0
